survey version standard standard_catagory shift PS1SN-g PS1SN-r PS1SN-i PS1SN-z 
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 7.8473 7.5585 7.5216 7.555
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.6361 6.8842 7.1073 7.2348
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.1826 4.9734 4.9939 5.0271
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 9.7542 9.2934 9.1199 9.0289
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 4.5216 3.8307 3.5757 3.4727
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.508 6.848 7.1319 7.3432
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 10.0294 9.7615 9.6552 9.6519
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.3927 8.8899 8.7574 8.7249
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.6736 3.7643 3.9228 4.0486
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 3.4393 2.3704 1.9923 1.7829
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.3601 7.9261 7.7717 7.7217
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.4159 8.0289 7.8982 7.8676
PS1SN PS1SN spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 9.8558 9.6094 9.5162 9.4976
PS1SN PS1SN spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 13.9619 14.315 14.6254 14.87
PS1SN PS1SN spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.0195 17.2515 17.4785 17.6693
PS1SN PS1SN spectra/calspec23/hz21_stis_007.fits calspec23 0 14.4251 14.9224 15.3131 15.6096
PS1SN PS1SN spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.2352 12.3864 12.5681 12.7427
PS1SN PS1SN spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 16.6787 nan nan nan
PS1SN PS1SN spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.461 6.0571 5.9346 5.9118
PS1SN PS1SN spectra/calspec23/hd38949_stis_007.fits calspec23 0 7.9871 7.657 7.5674 7.5656
PS1SN PS1SN spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.4716 9.0826 8.9586 8.931
PS1SN PS1SN spectra/calspec23/feige34_stis_006.fits calspec23 0 10.9034 11.4113 11.7732 12.0215
PS1SN PS1SN spectra/calspec23/18sco_stis_005.fits calspec23 0 5.71 5.3291 5.2104 5.189
PS1SN PS1SN spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 15.7338 nan nan nan
PS1SN PS1SN spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 7.8303 7.5226 7.4445 7.4498
PS1SN PS1SN spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.7222 15.1827 15.5582 15.8403
PS1SN PS1SN spectra/calspec23/mucol_stis_007.fits calspec23 0 4.9083 5.3737 5.7431 6.016
PS1SN PS1SN spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 16.9981 nan nan nan
PS1SN PS1SN spectra/calspec23/hz43_stis_005.fits calspec23 0 12.6633 13.1578 13.5441 13.8302
PS1SN PS1SN spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.5811 7.5255 7.5857 7.6547
PS1SN PS1SN spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.1809 17.7351 17.5847 17.5474
PS1SN PS1SN spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.452 6.5608 6.702 6.8108
PS1SN PS1SN spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.1374 4.4188 4.6631 4.8187
PS1SN PS1SN spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.0675 7.6822 7.5589 7.5324
PS1SN PS1SN spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 18.1485 nan nan nan
PS1SN PS1SN spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.181 8.4688 8.7213 8.8804
PS1SN PS1SN spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.26 8.6954 8.4375 8.3237
PS1SN PS1SN spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 15.8836 nan nan nan
PS1SN PS1SN spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.3872 9.5405 9.7042 9.8021
PS1SN PS1SN spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.5804 12.0734 12.4542 12.7376
PS1SN PS1SN spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.3454 7.9268 7.7943 7.7663
PS1SN PS1SN spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.3342 8.9069 8.7026 8.6182
PS1SN PS1SN spectra/calspec23/hz44_stis_006.fits calspec23 0 11.4142 11.8983 12.2915 12.5878
PS1SN PS1SN spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 15.3178 nan nan nan
PS1SN PS1SN spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 15.9505 nan nan nan
PS1SN PS1SN spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.528 16.0068 16.3913 16.6777
PS1SN PS1SN spectra/calspec23/hd205905_stis_009.fits calspec23 0 6.9538 6.5888 6.4867 6.4763
PS1SN PS1SN spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.5651 5.831 6.0652 6.219
PS1SN PS1SN spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.5032 -26.9194 -27.0326 -27.0511
PS1SN PS1SN spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.8469 6.8966 7.0062 7.1017
PS1SN PS1SN spectra/calspec23/hz4_stis_008.fits calspec23 0 14.4371 14.6935 14.96 15.1924
PS1SN PS1SN spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.27 9.7795 10.1765 10.4705
PS1SN PS1SN spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 -0.0881 0.1581 0.3809 0.5219
PS1SN PS1SN spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.3848 9.5105 9.6588 9.7648
PS1SN PS1SN spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 11.9795 10.7226 9.1935 8.4843
PS1SN PS1SN spectra/calspec23/hz43b_stis_005.fits calspec23 0 14.6442 13.7459 12.4945 11.9251
PS1SN PS1SN spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.7001 5.9479 6.1671 6.3037
PS1SN PS1SN spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 16.6334 nan nan nan
PS1SN PS1SN spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 16.0642 nan nan nan
PS1SN PS1SN spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.5006 7.2154 7.1028 7.0756
PS1SN PS1SN spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.6545 12.1736 12.574 12.8707
PS1SN PS1SN spectra/calspec23/hd160617_stis_005.fits calspec23 0 8.8824 8.6137 8.5113 8.4933
PS1SN PS1SN spectra/calspec23/hd142331_stis_005.fits calspec23 0 8.9655 8.5454 8.4133 8.3826
PS1SN PS1SN spectra/calspec23/hd159222_stis_008.fits calspec23 0 6.7453 6.3658 6.2598 6.2478
PS1SN PS1SN spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 9.857 9.5939 9.4986 9.4873
PS1SN PS1SN spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.1466 8.7752 8.6601 8.6387
PS1SN PS1SN spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.3645 9.1207 9.0336 9.0242
PS1SN PS1SN spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.437 10.1226 9.9974 9.9667
PS1SN PS1SN spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.4569 16.8397 17.2051 17.4842
PS1SN PS1SN spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 15.665 nan nan nan
PS1SN PS1SN spectra/calspec23/hd074000_stis_006.fits calspec23 0 9.7916 9.5673 9.4881 9.4808
PS1SN PS1SN spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.9059 16.3753 16.7563 17.0404
PS1SN PS1SN spectra/calspec23/hd14943_stis_005.fits calspec23 0 5.8952 5.949 6.0685 6.1735
PS1SN PS1SN spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 15.8626 nan nan nan
PS1SN PS1SN spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.2497 10.7661 11.171 11.4728
PS1SN PS1SN spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.1034 9.8201 9.7036 9.6742
PS1SN PS1SN spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.6298 7.2698 7.1637 7.1511
PS1SN PS1SN spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.5552 8.24 8.1214 8.0922
PS1SN PS1SN spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.494 7.574 7.6909 7.7702
PS1SN PS1SN spectra/calspec23/delumi_stis_004.fits calspec23 0 4.2356 4.4592 4.6625 4.7906
PS1SN PS1SN spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.539 6.8171 7.0555 7.216
PS1SN PS1SN spectra/calspec23/etauma_stis_007.fits calspec23 0 1.6203 2.0171 2.3322 2.5511
PS1SN PS1SN spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.0412 4.4879 4.8441 5.1048
PS1SN PS1SN spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.294 9.0141 8.9088 8.8903
PS1SN PS1SN spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.5888 5.8617 6.0993 6.2473
PS1SN PS1SN spectra/calspec23/109vir_stis_003.fits calspec23 0 3.6015 3.8434 4.0571 4.181
PS1SN PS1SN spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.7096 16.1107 16.452 16.716
PS1SN PS1SN spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.6138 9.3632 9.2712 9.2559
PS1SN PS1SN spectra/calspec23/10lac_stis_007.fits calspec23 0 4.6659 5.0593 5.3828 5.6269
PS1SN PS1SN spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 15.7832 nan nan nan
PS1SN PS1SN spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.5632 -1.3068 -1.0712 -0.9112
PS1SN PS1SN spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.7953 7.2123 7.5629 7.8246
PS1SN PS1SN spectra/calspec23/sigori_stis_001.fits calspec23 0 3.6019 4.0327 4.376 4.6358
